ssn	occupation	education	gender	salary
h171975895	other-service-worker	certificate-i	f	39208
a156492889	legislator	graduate-diploma	m	117972
d134537889	other-technician	certificate-iii	f	146652
b115938070	machinary-driver	senior-secondary-school	f	14604
g160951073	other-technician	bachelor-degree	f	70927
h159620229	other-technician	advance-diploma	m	132389
c135597402	engineering-worker	certificate-iii	m	58041
f104597682	ict-professional	bachelor-degree	m	125740
b139556201	clerks	certificate-i	f	49709
d153983590	general-manager	graduate-certificate	f	179485
i192590884	ict-technician	advance-diploma	m	146290
i159759120	other-labourer	senior-secondary-school	f	13400
d198957045	other-worker	certificate-iv	f	80922
g158789910	health-professional	graduate-diploma	f	145443
g150908117	engineering-worker	certificate-iii	m	63648
h189111555	personal-services-worker	certificate-i	m	58796
i121137925	automotive-worker	certificate-ii	f	60356
a128921157	other-worker	diploma	m	78134
a131453929	construction-worker	certificate-iii	f	50917
g159895313	construction-labourer	secondary-school	f	18886
c165941774	health-professional	graduate-diploma	f	95423
a191531605	manager	graduate-certificate	f	107103
g115495962	carer	certificate-i	f	31455
h117022579	other-worker	certificate-ii	m	67734
d164089315	art-media-professional	advance-diploma	f	132238
h119052888	education-professional	graduate-diploma	f	120559
e171119591	engineering-worker	certificate-iii	f	54204
f112579194	ict-technician	certificate-iv	f	114157
c121472159	other-technician	certificate-iv	f	125827
a145924922	other-worker	certificate-ii	f	84200
f142541529	ict-professional	advance-diploma	f	124170
i189295315	health-professional	graduate-diploma	f	141892
e145363912	engineering-worker	certificate-iv	f	99803
d192458665	other-technician	diploma	f	147797
e169225393	other-technician	advance-diploma	f	79738
f152699957	machinary-driver	senior-secondary-school	f	12529
c183545981	ict-technician	diploma	f	80479
h157231629	legal-professional	doctoral-degree	m	90530
d145963092	personal-services-worker	certificate-ii	f	78907
g195951533	machinary-driver	secondary-school	f	10057
b143265699	looking-for-employment	secondary-school	f	3628
e109327568	other-service-worker	certificate-i	f	72697
i191153766	engineering-worker	certificate-ii	f	70537
c158335729	chief-executive	doctoral-degree	f	149601
a173819525	personal-services-worker	certificate-ii	m	40193
i135962599	ict-technician	diploma	f	132556
a149094395	other-technician	certificate-iii	f	132262
f171357949	machinary-driver	senior-secondary-school	f	10203
h195174789	ict-technician	certificate-iv	f	71227
d112533495	other-worker	diploma	f	65924
c154515549	ict-technician	certificate-iii	f	99638
f164695547	legislator	masters-degree	f	178908
f125975484	clerical-worker	certificate-i	f	32851
f115894109	taxi-driver	senior-secondary-school	f	16554
c195809835	personal-services-worker	certificate-ii	f	69138
a119950587	ict-professional	bachelor-degree	m	136980
i185852459	other-clerical-worker	certificate-i	f	44842
g158895944	art-media-professional	graduate-diploma	f	82442
h191355475	other-worker	certificate-ii	f	80489
c155349600	health-support-worker	certificate-ii	f	72895
a124355962	factory-worker	senior-secondary-school	f	15932
b125959627	shop-assistent	secondary-school	f	7296
e156986345	ict-technician	certificate-iv	f	139032
i155958444	ict-technician	diploma	f	78817
e159990571	ict-technician	advance-diploma	m	90086
b105803689	personal-services-worker	certificate-i	f	55624
i198909536	health-support-worker	certificate-ii	f	78263
d110996566	art-media-professional	bachelor-degree	f	93259
b173765932	chief-executive	masters-degree	f	153371
f196865351	machinary-driver	senior-secondary-school	m	14264
g195604740	legal-professional	graduate-diploma	f	140685
a185698956	clerical-worker	certificate-i	m	45097
h160869558	ict-technician	diploma	m	74191
b190773504	engineering-worker	certificate-ii	m	93830
i123905547	other-technician	certificate-iii	f	115924
e198279585	other-technician	bachelor-degree	m	79415
f189336577	health-professional	advance-diploma	f	120180
f147954597	engineering-worker	certificate-iv	f	98071
a195997760	ict-professional	advance-diploma	f	113919
h155025839	secretary	certificate-i	f	33246
i191857903	art-media-professional	bachelor-degree	m	87474
e124658089	other-worker	certificate-iv	m	59368
d129386550	ict-technician	advance-diploma	f	141910
b159338907	ict-technician	certificate-iii	m	139228
a158498697	manager	graduate-certificate	f	112071
h155583295	personal-assistant	certificate-i	m	31070
c119889595	ict-professional	advance-diploma	f	111511
d129588570	ict-technician	bachelor-degree	f	135199
h115952287	engineering-worker	certificate-iii	m	98019
d199898859	ict-technician	diploma	f	128977
c199159638	education-professional	graduate-diploma	m	147374
f129958965	education-professional	masters-degree	m	125150
d140495209	other-worker	certificate-iv	f	83835
c169074935	general-manager	masters-degree	m	145172
e109106985	factory-worker	senior-secondary-school	m	13183
i159392443	secretary	certificate-i	m	35344
g196793952	other-technician	advance-diploma	f	71860
a198079450	engineering-worker	certificate-iv	f	96488
i145909537	ict-professional	advance-diploma	f	134205
g125399598	un-employed	secondary-school	f	2174
b165991586	art-media-professional	masters-degree	m	108721
f152729984	other-worker	diploma	m	86966
e116759739	health-support-worker	certificate-i	m	32521
d179928569	chief-executive	graduate-diploma	f	155267
g158994295	ict-technician	advance-diploma	f	130819
g199893354	other-technician	certificate-iv	f	104063
b138991945	health-professional	bachelor-degree	f	128140
d115170060	education-professional	graduate-certificate	f	139526
g173030756	automotive-worker	certificate-iii	f	90996
e104560099	other-worker	diploma	f	50743
i127020486	clerks	certificate-i	f	49727
c169505240	personal-services-worker	certificate-i	f	75018
f106405085	other-technician	diploma	f	101390
e175004160	engineering-worker	certificate-iv	f	89061
b105698003	other-technician	advance-diploma	f	104699
g107766210	construction-worker	certificate-ii	f	57658
c145960930	machinary-driver	senior-secondary-school	f	12904
i100080696	construction-worker	diploma	m	65783
d130006619	legislator	graduate-certificate	m	183146
f122061211	other-technician	advance-diploma	f	111966
i118578650	clerical-worker	certificate-i	m	34189
a185677601	other-technician	advance-diploma	m	147834
c106680184	general-manager	graduate-diploma	f	194724
c191097689	ict-technician	advance-diploma	f	88426
h107420680	ict-technician	diploma	f	103387
f121065305	education-professional	graduate-certificate	f	86325
e140196062	legislator	graduate-diploma	f	113386
a115562052	clerical-worker	certificate-i	f	48341
b116209619	education-professional	doctoral-degree	f	80064
e196960152	other-technician	certificate-iv	m	130159
d107620725	education-professional	advance-diploma	f	89865
a121694201	ict-technician	certificate-iv	f	149616
d105265698	other-worker	certificate-iv	f	64338
e130646952	ict-technician	advance-diploma	m	118965
e105224637	automotive-worker	diploma	f	79554
h106972823	carer	certificate-ii	f	31518
d109373360	clerks	senior-secondary-school	f	46039
c103826733	ict-technician	certificate-iv	m	90234
h103320566	ict-technician	bachelor-degree	m	149647
e193468036	ict-professional	bachelor-degree	m	86689
d100367560	health-professional	bachelor-degree	m	132860
f136608804	other-technician	certificate-iv	m	132145
g163202378	carer	certificate-ii	f	60945
h165217603	farm-worker	senior-secondary-school	f	16076
h106653080	manager	doctoral-degree	m	195456
f106762138	automotive-worker	certificate-iv	f	84996
e186690030	health-support-worker	certificate-ii	m	70148
d130064217	art-media-professional	bachelor-degree	f	134415
i110431666	other-technician	bachelor-degree	m	84057
f179610724	other-technician	certificate-iii	f	131677
g161924850	manager	masters-degree	m	115454
i149014836	ict-technician	certificate-iii	f	88397
c180456123	construction-worker	certificate-iii	m	64557
f126470464	art-media-professional	graduate-diploma	f	112292
a109256482	other-technician	advance-diploma	f	100864
h130744486	engineering-worker	certificate-iv	m	90237
b100986448	automotive-worker	certificate-iii	m	99334
e180267430	farm-worker	senior-secondary-school	f	18972
i181606094	health-professional	doctoral-degree	m	91225
h141150065	education-professional	advance-diploma	f	144132
b126679150	personal-assistant	senior-secondary-school	m	47290
b135320267	manager	graduate-certificate	f	189683
e102064520	other-technician	advance-diploma	f	86251
h101552625	legal-professional	advance-diploma	f	136273
c163505606	factory-worker	secondary-school	f	12446
d105064516	other-labourer	senior-secondary-school	m	10558
a153051606	other-worker	diploma	m	59272
h189501676	health-professional	masters-degree	f	132019
g119763052	engineering-worker	diploma	m	65148
a143006606	education-professional	graduate-diploma	m	84547
g106066357	other-technician	advance-diploma	m	89455
d160660560	personal-services-worker	certificate-i	m	43158
g176002637	education-professional	advance-diploma	f	98737
h160216586	other-technician	diploma	m	71612
c162380610	art-media-professional	graduate-diploma	f	128693
d163025062	other-clerical-worker	certificate-i	f	48525
e163015659	ict-professional	advance-diploma	m	122029
h110996615	construction-worker	certificate-iv	f	70281
i166674308	manager	masters-degree	f	113699
b188566806	chief-executive	graduate-diploma	f	155605
h176850596	ict-technician	advance-diploma	f	90386
d128107621	other-technician	bachelor-degree	f	71397
a192460707	machinary-driver	secondary-school	m	14047
g132320670	health-professional	bachelor-degree	m	124132
g123546407	general-manager	graduate-certificate	f	129805
d126470763	legal-professional	bachelor-degree	m	105504
g143670456	other-technician	certificate-iv	f	75200
f166815700	legal-professional	masters-degree	m	115746
f107067575	ict-technician	certificate-iii	f	137562
d126756707	ict-technician	diploma	m	98651
f188760774	legislator	graduate-diploma	m	153860
d188079860	un-employed	secondary-school	f	4725
i166018308	engineering-worker	diploma	f	64460
b102562886	other-worker	certificate-iv	f	86977
i126870807	health-support-worker	certificate-i	m	46430
h181260587	factory-worker	senior-secondary-school	f	14070
g100586805	carer	certificate-i	f	63130
i166619860	other-technician	advance-diploma	f	93492
g186678004	looking-for-employment	secondary-school	m	3156
i150687868	other-technician	advance-diploma	m	121205
c189996360	ict-technician	certificate-iv	f	118973
h162068009	casual-worker	secondary-school	m	8074
e108940660	other-technician	diploma	m	90129
f151696570	ict-professional	bachelor-degree	m	113116
d109105969	engineering-worker	diploma	f	67985
g123692005	carer	certificate-ii	f	31294
h149362710	chief-executive	doctoral-degree	m	198578
h196896330	engineering-worker	certificate-iii	f	61085
i194620846	ict-professional	advance-diploma	m	101596
e130364529	other-technician	certificate-iv	f	112659
a106965581	ict-technician	certificate-iv	f	87447
b189963650	personal-assistant	certificate-i	m	30028
b130606709	legislator	graduate-diploma	f	170068
h199062249	construction-worker	certificate-ii	m	98317
c101508162	art-media-professional	advance-diploma	f	82281
a180081161	legislator	graduate-diploma	m	105310
f120826221	automotive-worker	certificate-iv	m	71694
d182803165	ict-technician	certificate-iv	m	94636
g137602201	health-professional	bachelor-degree	m	138872
a160316714	ict-technician	certificate-iv	m	121175
f106160044	art-media-professional	bachelor-degree	f	92423
f174197560	ict-technician	diploma	m	71117
i166706140	automotive-worker	certificate-iv	m	85321
c174816620	legal-professional	doctoral-degree	f	88431
d103136276	art-media-professional	advance-diploma	f	147294
g198303611	legislator	graduate-diploma	f	132795
f106566196	ict-technician	advance-diploma	f	134614
h191619790	other-technician	certificate-iv	f	75865
h116210261	other-technician	certificate-iii	f	97781
f156144142	chief-executive	masters-degree	f	145120
e141017562	personal-assistant	certificate-i	f	43939
a121496516	ict-technician	advance-diploma	f	87438
h195081164	ict-technician	bachelor-degree	m	76579
c172764111	other-worker	diploma	m	51430
d116211440	ict-technician	bachelor-degree	f	129135
g120218667	personal-services-worker	certificate-ii	f	78772
h111612880	cleaner	senior-secondary-school	f	15769
f101223568	other-technician	certificate-iv	f	116825
i153771062	other-worker	diploma	m	68496
d144236166	carer	certificate-i	m	72853
g116593132	factory-worker	senior-secondary-school	f	11148
g165481382	factory-worker	senior-secondary-school	f	16319
d165556127	other-clerical-worker	senior-secondary-school	m	34013
a123170076	clerks	certificate-i	f	41074
b129465731	carer	certificate-ii	m	34205
f141747662	engineering-worker	certificate-iii	f	88984
e112510638	ict-professional	advance-diploma	f	88602
a123668721	looking-for-employment	secondary-school	f	1474
h188728516	engineering-worker	certificate-iv	f	67607
a131500886	art-media-professional	doctoral-degree	f	140237
d131323786	ict-professional	graduate-diploma	f	96059
g117831613	other-technician	diploma	m	143606
d110963043	automotive-worker	certificate-iii	f	61204
a194743916	legislator	graduate-certificate	f	179739
g123661944	carer	certificate-ii	f	64785
e183693130	machinary-driver	secondary-school	f	16357
c125962417	other-technician	certificate-iv	f	128554
g113364651	ict-technician	advance-diploma	f	129128
